Block Lot,Address,Planning Neighborhood,Best Stat,Best Date,Units,Planning Project Description,DBI Project Description,Zoning_Generalized,Zoning_Simplified,TAZ,Total GSF (Commercial),Office,"Cult, Inst, Educ",Medical,"Prod, Dist, Rep","Ret, Ent",Visitor,Planning ID,DBI Permit,Planning Filed,DBI Filed,Expr1022,Expr1023,FirstFiled,Longitude,Latitude,ObjectID,Expr1028,LANDUSE,EntitlementStatus,sort,ACTION_SEQ,Net Added Units,Net Added SF,"Net Cult, Inst, Educ",Net Medical,Net Office,"Net Prod, Dist, Rep","Net Ret, Ent",Net Visitor,TempSelect,SiteArea,BLOCK,LOT,PARKING,PARKINGNET,ZONING,HEIGHTLIMIT
501023,1269 Lombard St,Northeast,BP ISSUED,3/15/11,2,Demolition of rear building and construction of 2-unit building.,CONSTRUCTION OF FOUR-STORY WOOD FRAME TWO FAMILY DWELLING.,Residential,RH-2,817,0,,,,,,,2009.0443,2.00906E+11,6/26/09,6/9/09,40-X,RH-2,9-Jun-09,-122.422287,37.801478,3177,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,3151,501,23,,,RH-2,40-X
2394046,2115 Taraval St,Outer Sunset,BP REINSTATED,12/10/10,2,"Existing 2,150 sqft, 22'-0"" two-unit residence with ground floor commercial. Proposed 5,000 sqft, 50'-0"" two-unit residence with office and commercial space.","TO ERECT 4 STORIES, 2 UNITS, MIXED USE BUILDING.",Mixed Use,NC-2,435,"2,000","1,000",,,,"1,000",,2008.0794,2.01007E+11,6/17/09,7/14/10,50-X,NC-2,17-Jun-09,-122.488777,37.742335,1246,,Mixres,-1,BP Approved/Issued/Re-Instated,8,2,"1,000",,,"1,000",,0,,,2500,2394,46,,,NC-2,50-X
6173005,1123 Girard St,"South Central, Other",BP APPROVED,4/1/10,1,,"ERECT A 3 STORIES, SINGLE FAMILY DWELLING.",Residential,RM-1,27,0,,,,,,,,2.00907E+11,,7/7/09,40-X,RM-1,7-Jul-09,-122.4009486,37.7186508,3255,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,3154,6173,5,,,RM-1,40-X
7116043,139 Randolph St,"Ingleside, Other",BP APPROVED,2/11/11,2,,"COMPLY WITH NOV# 200986980-HORIZONTAL REAR ADDITION-NEW KITCHEN, BEDROOM, BATHROOM. NEW FAMILY ROOM ",Residential,RH-2,16,0,,,,,,,,2.00907E+11,,7/8/09,40-X,RH-2,8-Jul-09,-122.464165,37.714077,3238,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,1975,7116,43,,,RH-2,40-X
2657004,134 Ord St,Central,BP REINSTATED,3/17/11,1,,To erect a new single family dwelling,Residential,RH-2,199,0,,,,,,,2009.1124,2.00907E+11,3/22/10,7/14/09,40-X,RH-2,14-Jul-09,-122.4401327,37.7615761,3244,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,,,,,,,,3808,2657,4,,,RH-2,40-X
4287018,1263 Connecticut St,Other S Bayshore,BP ISSUED,2/25/11,0,"Construction of 27,880 sqft of warehouse uses on a vacant property.",new construction of a two story commercial building.,Industrial,PDR-2,483,"27,880",,,,"27,880",,,2010.004,2.00908E+11,1/21/10,8/7/09,65-J,PDR-2,7-Aug-09,-122.396301,37.7502547,3250,,PDR,-1,BP Approved/Issued/Re-Instated,11,0,"27,880",,,,"27,880",,,,13750,4287,18,,,PDR-2,65-J
4287022,1239 Connecticut St,Other S Bayshore,BP ISSUED,2/25/11,0,,New construction of a two story commercial storage building.,Industrial,PDR-2,483,"2,175",0,0,0,"2,175",0,0,,2.00908E+11,,8/7/09,65-J,PDR-2,7-Aug-09,-122.396188,37.750596,2227,,PDR,-1,BP Approved/Issued/Re-Instated,11,0,"2,175",0,0,0,"2,175",0,0,,3750,4287,22,,,PDR-2,65-J
5339007,5075 3rd St,"BVHP Area A,B",BP ISSUED,2/28/11,0,"Demo and construction of a new Bayview Branch Library
R-Case: The project proposes to remove existing Bayview Anna E Waden Branch Library and the neighborhing storefront.  The new library will be an approximately 9,000 square feet one-story building with ",New construction of a  one story public library.,Public,P,406,"9,000",,"9,000",,,,,2009.0304,2.00909E+11,10/8/09,9/11/09,40-X,P,11-Sep-09,-122.391583,37.73255,3251,,CIE,-1,BP Approved/Issued/Re-Instated,11,,"9,000","9,000",,,,,,,10665,5339,7,,,P,40-X
3733020A,854 Folsom St,WSoMa,BP ISSUED,6/14/10,1,,"Add one single story vertical addition of 1,650 sqft above the roof of the existinG 2- story office ",Industrial,RSD,672,0,,,,,,,,2.00909E+11,,9/14/09,40-X/85-B,RSD,14-Sep-09,-122.402698,37.781281,3236,53,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,53,5497,3733,020A,,,RSD,40-X/85-B
1550029,646 Balboa St,Richmond,BP ISSUED,6/22/10,3,,"Remodel existing house, preserve original house facade. Add horizontal and vertical addition. Add 2 ",Residential,RM-1,285,0,,,,,,,,2.00909E+11,,9/16/09,40-X,RM-1,16-Sep-09,-122.465889,37.777396,3234,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,,2512,1550,29,,,RM-1,40-X
5339006A,5099 03rd St,"BVHP Area A,B",BP ISSUED,2/28/11,0,"Demo and construction of a new Bayview Branch Library
R-Case: The project proposes to remove existing Bayview Anna E Waden Branch Library and the neighborhing storefront.  The new library will be an approximately 9,000 square feet one-story building with ",TO DEMOLISH 1 STORY PUBLIC LIBRARY,Public,P,389,"9,000",,"9,000",,,,,2009.0304,2.00909E+11,10/8/09,9/22/09,40-X,P,22-Sep-09,-122.391369,37.732488,3182,,CIE,-1,BP Approved/Issued/Re-Instated,11,,173,173,,,,0,,,10665,5339,006A,,,P,40-X
5618011,128 Elsie St,Bernal Heights,BP APPROVED,3/3/11,1,New single-family residence on a vacant downsloping lot.,"construction of a new single family dwelling, 4-stories.",Residential,RH-1,116,0,,,,,,,2009.0725,2.00909E+11,10/22/09,9/23/09,40-X,RH-1,23-Sep-09,-122.4179127,37.7425608,3252,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,1750,5618,11,,,RH-1,40-X
6706027,729 Congo St,"Ingleside, Other",BP ISSUED,8/18/10,1,,ERECT A 4 STORY SINGLE FAMILY DWELLING,Residential,RH-1,95,0,,,,,,,,2.0091E+11,,10/14/09,40-X,RH-1,14-Oct-09,-122.441672,37.73563,3306,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,3990,6706,27,,,RH-1,40-X
1219011,1140 Page St,Buena Vista,BP ISSUED,3/16/11,4,"Addition and alteration of existing 2-unit residence to proposed 4 unit, 4parking space residential building.",VERTICAL & HORIZONTAL ADDITION - ADDITION & SUBSTANTIAL ALTERATION TO (E) 2-STORY SINGLE FAMILY DWEL,Residential,RM-2,245,0,,,,,,,2009.1003,2.00911E+11,10/22/09,11/3/09,40-X,RM-2,22-Oct-09,-122.439632,37.772183,3275,,Resident,-1,BP Approved/Issued/Re-Instated,11,2,0,,,,,,,,3437,1219,11,4,4,RM-2,40-X
1464014,446 33rd Av,Richmond,BP ISSUED,12/29/10,2,,VERTICAL & HORIZONTAL ADDITION WITH ADD A 3RD FLOOR WITH FRONT SETBACK & SIDE SETBACKS. ADD UNIT 2 W,Residential,RH-2,675,0,,,,,,,,2.00911E+11,,11/23/09,40-X,RH-2,23-Nov-09,-122.493054,37.780738,3278,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,3021,1464,14,,,RH-2,40-X
6592016,322 Duncan St,Central,BP ISSUED,9/30/10,2,Addition/alteration of existing single-family residence to add 1 new unit and 4 feet of height to the existing 25' building.,Remodel & addition of an additional unit to an (e) 2-story single fam. dwelling including 2-car gara,Residential,RH-2,120,0,,,,,,,2010.0067,2.00912E+11,2/2/10,12/22/09,40-X,RH-2,22-Dec-09,-122.427951,37.746266,3285,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,2455,6592,16,2,1,RH-2,40-X
4624004,63 West Point Rd,Other S Bayshore,BP ISSUED,9/9/10,52,,Multiple Permits,Residential,RM-1,445,0,,,,,,,2007.0168,2.00912E+11,,12/22/09,40-X,RM-1,22-Dec-09,-122.3808161,37.7367345,3299,,Resident,-1,BP Approved/Issued/Re-Instated,11,52,0,,,,,,,,799013,4624,4,739,739,RM-1,40-X
3618071,990 Guerrero St,Central,BP ISSUED,3/11/11,3,"1. Add a dwelling unit at the ground floor, and to add a parking stacker.
2. Remove a portion of the existing hipped roof to accomodate a roof terrace.
3.  Add four dormers and two skylights.",CONSTRUCT ADDITIONAL DWELLING UNITS @ EXISTING BASEMENT,Residential,RH-3,165,0,,,,,,,2010.0318,2.01002E+11,8/3/10,2/3/10,40-X,RH-3,3-Feb-10,-122.423547,37.755364,4203,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,3618,71,,,RH-3,40-X
2205035,2192 Funston Av,Inner Sunset,BP ISSUED,12/1/10,1,"Vacant lot. New construction of a single-family 3,401 sqft, 40-foot high residential building.",CONSTRUCT 4 STORIES OVER BASEMENT SINGLE FAMILY DWELLING WITH TWO CAR PARKING.,Residential,RH-1,480,0,,,,,,,2010.0384,2.01002E+11,5/20/10,2/26/10,40-X,RH-1,26-Feb-10,-122.4694256,37.7472666,4212,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,2205,35,,,RH-1,40-X
1270053,179 Delmar St,Buena Vista,BP ISSUED,8/30/10,2,,HORIZONTAL & VERTICAL EXTENSION TO CONVERT A SINGLE FAMILY INTO 2 FAMILY DWELLINGS. RAISE BLDG 2' TO,Residential,RH-2,229,0,,,,,,,,2.01003E+11,,3/5/10,40-X,RH-2,5-Mar-10,-122.4452469,37.7658005,4198,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,1270,53,,,RH-2,40-X
3749064,25 Essex St,TB Combo,BP APPROVED,3/9/11,120,Housing for Chronically homeless,"NEW CONSTRUCTION - 8 stories of 120 DU's and future  supportive office(s), retail(s), restaurant(s) ",Industrial,M-1,730,0,0,0,0,0,0,0,,2.01003E+11,,3/15/10,84-X,M-1,15-Mar-10,-122.395689,37.78638,1929,13,Resident,-1,BP Approved/Issued/Re-Instated,9,120,0,0,0,0,0,0,0,13,29809,3749,64,,0,M-1,84-X
6566022A,1443 Church St,Central,BP ISSUED,8/23/10,2,,"CREATE A NEW 1-BEDROOM APARTMENT WITHIN THE EXISTING GROUND FLOOR, GUEST SUITES WORK TO INCLUDE A NE",Residential,RH-2,127,0,,,,,,,,2.01003E+11,,3/18/10,40-X,RH-2,18-Mar-10,-122.426755,37.7479129,4205,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,6566,022A,,,RH-2,40-X
3513008,150 Otis St,Market Octavia,BP ISSUED,1/7/11,76,,"CONVERSION OF FORMER JUVENIE DETENTION CENTER TO 75 APTS LOW INCOME SEISMIC UPGRADE, MEP,FINISHES UP",Public,P,579,0,,,,,,,,2.01005E+11,,5/14/10,85-X,P,14-May-10,-122.42018,37.770913,4248,,Resident,-1,BP Approved/Issued/Re-Instated,11,76,"-90,159","-90,159",,,,,,,0,3513,8,,,P,85-X
6090015A,591 Naples St,"South Central, Other",BP ISSUED,2/25/11,2,"Remodel and convert 1,516 sf of ground-floor commercial to 1,188 sf residential and off-street parking; add garage door.",TO COMPLY WITH COMPLAINT# 200719091 & # 200720614. CONVERT COMMERCIAL SPACE TO RESIDENTIAL. REMODEL ,Residential,RH-2,37,0,,,,,0,,2010.0733,2.01006E+11,8/25/10,6/3/10,40-X,RH-2,3-Jun-10,-122.43201,37.719341,4255,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,"-1,516",,,,,"-1,516",,,0,6090,015A,,,RH-2,40-X
4108010,1067 Tennessee St,Central Waterfront,BP REINSTATED,9/8/10,3,,PROPOSE NEW UNDERGROUND GARAGE WITH 3 CAR GARAGE PARKING. PROPOSED HORIZONTAL ADDITION AT 1ST FLOOR ,Residential,RH-3,521,0,,,,,,,,2.01006E+11,,6/7/10,40-X,RH-3,7-Jun-10,-122.388987,37.758437,4251,,Resident,-1,BP Approved/Issued/Re-Instated,8,2,0,,,,,,,,0,4108,10,,,RH-3,40-X
6034015,622 Cambridge St,"South Central, Other",BP ISSUED,3/16/11,1,,"TO ERECT 3 STORIES, SINGLE FAMILY RESIDENCE.",Residential,RH-1,900,0,,,,,,,,2.01006E+11,,6/7/10,40-X,RH-1,7-Jun-10,-122.4172793,37.7236526,4230,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,6034,15,,,RH-1,40-X
1431013,261 02nd Av,Richmond,BP ISSUED,12/30/10,2,," 	HORIZONTAL ADDITION 8'0"" INTO REAR YARD 2 LEVEL. ADD NEW UNIT @ GRD FLOOR. ADD PARKING SPACE IN GARAGE FOR 2. STAIRS TO ATTIC. REPLACE FOUNDATIONS. BAT. GENERAL M.E.P. UPGRADE.",Residential,RM-1,312,0,,,,,,,,2.01006E+11,,6/17/10,40-X,RM-1,17-Jun-10,-122.460513,37.783819,4244,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,1431,13,,,RM-1,40-X
6255006,62 Schwerin St,"South Central, Other",BP APPROVED,2/9/11,1,,"TO ERECT 2 STORIES, SINGLE FAMILY DWELLING UNIT.",Residential,RH-1,17,0,,,,,,,,2.01006E+11,,6/22/10,40-X,RH-1,22-Jun-10,-122.4105238,37.7125325,4231,,Resident,-1,BP Approved/Issued/Re-Instated,9,1,0,,,,,,,,0,6255,6,,,RH-1,40-X
817033,424 Octavia St,Market Octavia,BP APPROVED,9/16/10,1,"6,070 sqft of temporary retail and restaurant uses and 458 sqft 1-unit temporary residential use on two vacant lots.","TO ERECT 3 STORIES, RESTAURANT, RETAIL WITH SINGLE FAMILY DWELLING UNIT.",Mixed Use,P,259,"6,070",,,,,"6,070",,2010.0576,2.01006E+11,7/13/10,6/23/10,50-X,HAYES NCT,23-Jun-10,-122.4242074,37.7760105,4221,4,Mixres,-1,BP Approved/Issued/Re-Instated,9,1,"6,070",,,,,"6,070",,4,0,817,33,,,HAYES NCT,50-X
1145003,2130 Fulton St,Western Addition,BP ISSUED,1/10/11,0,,TO ERECT 5 STORIES EDUCATION BUILDING.,Residential,RH-2,615,"26,000",,"26,000",,,,,2008.0395,2.01008E+11,,8/6/10,80-D,RH-2,6-Aug-10,-122.451879,37.775253,731,,CIE,-1,BP Approved/Issued/Re-Instated,11,0,"26,000","26,000",,,,,,,813332,1145,3,,,RH-2,80-D
2717014,3412 Market St,Central,BP REINSTATED,1/20/11,1,,"TO ERECT 3 STORIES, SINGLE FAMILY DWELLING UNIT.",Residential,RH-2,509,0,,,,,,,,2.01011E+11,,11/30/10,40-X,RH-2,30-Nov-10,-122.442999,37.757076,4296,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,,,,,,,,0,2717,14,,,RH-2,40-X
8713001,555 Mission Rock St,"South of Market, Other",BP ISSUED,1/26/11,150,,ERECT 6 STORIES OF 150 DWELLING UNIT.,Commercial,MB-RA,655,0,0,0,0,0,0,0,,2.01012E+11,,12/3/10,MB-RA,MB-RA,3-Dec-10,-122.387329,37.77337,3142,23,Resident,-1,BP Approved/Issued/Re-Instated,11,150,0,0,0,0,0,0,0,23,65663,8713,1,,,MB-RA,MB-RA
3632024,137 Fair Oaks St,Central,BP ISSUED,3/16/11,3,"The proposal is to subdivide (e) lot into two lots and convert the existing garage structure to a new third dwelling unit.  Variances required for rear yard, parking, and lot size.",RELOCATE UNIT FROM UPPER FLOOR TO LOWER LEVEL. COMBINE 2 UPPER FLOORS INTO 1 UNIT. NEW CONCRETE FOOT,Residential,RH-3,503,0,,,,,,,2011.0077,2.01012E+11,1/27/11,12/3/10,40-X,RH-3,3-Dec-10,-122.4242097,37.7544727,4295,,Resident,-1,BP Approved/Issued/Re-Instated,11,1,0,,,,,,,,0,3632,24,,,RH-3,40-X
1805037A,1434 La Playa *,Outer Sunset,BP REINSTATED,12/28/10,2,,REMODEL AND CONVERT EXISTING DWELLING FROM 1 UNIT-2 STORIES TO 2 UNITS-3 STORIES. PROVIDE NEW 2 CAR ,Residential,RM-1,349,0,,,,,,,,2.01012E+11,,12/7/10,40-X,RM-1,7-Dec-10,-122.508767,37.759658,4293,,Resident,-1,BP Approved/Issued/Re-Instated,8,1,0,,,,,,,,0,1805,037A,,,RM-1,40-X
3736085,48 Tehama St,TB Combo,BP Filed,7/12/06,66,"01/24/2001 Shadow Study  Prop. K 
New Construction of 20-story, 200-ft. tall, 49,950-sq-ft. new office building w/ subsurface 3-space parking area after removal of a 16-space parking lot.
9/26/05- Revised E filed, New Construction of 20-story residential ","TO ERECT 19 STORIES, 66 DWELLING UNITS OF RESIDENTIAL UNIT.",Commercial,C-3-O(SD),730,0,0,0,0,0,0,0,2000.1215,2.00607E+11,12/20/00,7/12/06,200-S,C-3-O(SD),20-Dec-00,-122.396677,37.787356,1900,13,Resident,-1,BP Filed,3,66,0,0,0,0,0,0,0,13,4000,3736,85,-13,-13,C-3-O(SD),200-S
269028,350 Bush St,Downtown,BP Filed,8/7/07,0,"Demolition of buildings, except for the Mining Exchange Bldg. at 350 Bush St., which would be converted to retail use.  Then new construction of a 19-story office bldg. w/ 20,400 sq. ft. of retail space in two galleria levels, 344,540 sq. ft. of office sp",ERECT 20 STORIES 3 BASEMENTS OFFICE BLDG.,Commercial,C-3-O,789,"347,300","340,000",0,0,0,"7,300",0,2000.541,2.00708E+11,1/10/01,,250-S,C-3-O,10-Jan-01,-122.403221,37.790996,191,,MIPS,-1,BP Filed,3,0,"347,300",0,0,"340,000",0,"7,300",0,,34541,269,26,135,135,C-3-O,250-S
1368049,4614 California St,Richmond,BP Filed,1/23/07,0,"Demolition of 4620 and 4614 California Street, and the construction of a new pre-school and administration building.",TO ERECT FOUR STORY PRE-SCHOOL AND ADMINISTRATION NEW BUILDING,Residential,RM-1,722,"21,886","10,943","10,943",0,0,0,0,2002.0605,2.00701E+11,5/28/03,1/23/07,40-X,RM-1,28-May-03,-122.466937,37.784843,828,,Mixed,-1,BP Filed,5,0,"13,686","2,743",0,"10,943",0,0,0,,9948,1368,49,,,RM-1,40-X
3557062,200 Dolores St,Market Octavia,BP Filed,8/19/08,13,"The proposed project (revised per Dept) involves renovation of the existing 3-story fire-damaged rectory structure and construction of a 4-story 19,083 gsf residential building containing 13 dwelling units and 16 off-street parking spaces. M-O Plan Area. ",ERECT A FOUR STORY THIRTEEN UNIT RESIDENTIAL BLDG,Residential,RTO,231,0,,0,,,,,2008.0992,2.00311E+11,1/15/09,11/18/03,40-X,RTO,18-Nov-03,-122.426658,37.766192,1544,,Resident,-1,BP Filed,6,13,"-8,463","-8,463",0,,0,,0,,10395,3557,62,16,16,RTO,40-X
5431A001,5800 03rd St,"BVHP Area A,B",BP Filed,9/8/10,355,"09/08/2003 Shadow Stduy Prop. K
The proposed project involves the demolition of the existing 103,000 gsf Coca-Cola bottling facility and the construction of a Planned Unit Development including 4 four-to-five story residential buildings for 343 dwelling u","TO ERECT 6 STORIES, 105 DWELLING UNITS OF RESIDENTIAL / COMMERCIAL COMBO.",Industrial,M-1,906,"13,000",0,0,0,0,"13,000",0,2007.1126,2.00509E+11,1/29/04,9/28/05,65-J,M-1,29-Jan-04,-122.394483,37.72543,2447,,Mixres,-1,BP Filed,6,355,"-90,000",0,0,0,"-103,000","13,000",0,,247744,5431A,1,427,427,M-1,65-J
3749059,45 Lansing St,Rincon Hill,BP Filed,9/14/10,224,"Demolition of an existing building and construction of a 400-foot mixed-use building with 305 dwelling units, 280 off-street parking spaces, and 1,000 GSF of ground floor retail use.  ","TO ERECT 40 STORIES, 224 UNITS RESIDENTIAL & MIXED USE BUILDING.",High Density Residential,RH DTR,732,0,0,0,0,0,0,0,2004.0481,2.01009E+11,5/19/04,9/14/10,65-X/ 65/400-,RH DTR,19-May-04,-122.393859,37.786042,1928,,Resident,-1,BP Filed,11,224,"-14,000",0,0,"-15,000",0,"1,000",0,,15000,3749,59,280,280,RH DTR,65-X/ 65/400-
1450007,339 18th Av,Richmond,BP Filed,6/27/08,2,Existing theater building would be preserved - second floor would be expanded to create a full second floor full-service restaurant (preserving one theater screen) and ground floor would be for retail use.   New four-story mixed-use building would be cons,"ERECT A 3 STORIES, 2 FAMILY DWELLING",Residential,RH-2,297,0,,,,,,,2004.0482,2.00806E+11,6/1/04,6/27/08,40-X,RH-2,1-Jun-04,-122.477495,37.781576,873,,Resident,0,BP Filed,6,2,0,,,,,,,,40074,1450,7,132,132,RH-2,40-X
3548039,1801 Mission St,Mission,BP Filed,7/17/06,18,"Construction of a seven-story structure with 36 affordable senior housing units, no off-street parking, and appx. 2,600 GSF of ground floor commercial use.  ","TO ERECT 7 STORY, 18 UNIT MIXED USE BUILDING",Mixed Use,UMU,230,"2,600",0,0,0,0,"2,600",0,2004.0675,2.00607E+11,7/20/04,7/17/06,68-X,UMU,20-Jul-04,-122.419783,37.768125,1524,,Mixres,0,BP Filed,2,18,"2,600",0,0,0,0,"2,600",0,,3617,3548,39,0,0,UMU,68-X
3639004A,2660 Harrison St,Mission,BP Filed,12/30/10,3,"The project is the demolition of a vacant 11,423-sf industrial building constructed in 1935 and the lot subdivision and construction of two residential buildings to total 43,649-sf and 62 units, in an Eastern Neighborhoods C-M zoning district.  Twelve per",1 STORY ADDITION OVER PART OF (E) 2 STORIES BUILDING NEW RESIDENTIAL AT 2ND & 3RD FLOOR. (3 UNITS) E,Mixed Use,UMU,170,0,0,0,0,0,0,0,2004.0672,2.01012E+11,9/16/04,12/30/10,40-X,UMU,16-Sep-04,-122.412271,37.754893,1708,,Resident,0,BP Filed,2,3,"-11,423",0,0,0,"-11,423",0,0,,13625,3639,004A,62,62,UMU,40-X
2764021,3715 Market St,Central,BP Filed,1/21/05,2,,ERECT 4 STORIES OF 2 FAMILY DWELLING,Residential,RH-2,178,0,0,0,0,0,0,0,,2.00501E+11,,1/21/05,40-X,RH-2,21-Jan-05,-122.441662,37.75456,1338,,Resident,0,BP Filed,6,1,0,0,0,0,0,0,0,,1981,2764,21,,,RH-2,40-X
1578014F,3448 Balboa St,Richmond,BP Filed,3/4/05,3,,ADD (3) STORIES & (3) DWELLING UNITS ON THE EXISTING BUILDING,Mixed Use,NC-2,273,0,0,0,0,0,0,0,,2.00503E+11,,3/4/05,40-X,NC-2,4-Mar-05,-122.495705,37.77593,977,,Resident,0,BP Filed,6,3,0,0,0,0,0,0,0,,2467,1578,014F,,,NC-2,40-X
3521005,340 11th St,WSoMa,BP Filed,4/11/05,20,"Demo. of an existing service station and construction of a five-story, mixed-use building with 20 dwelling units, 20 off-street parking spaces, and appx 5,682 GSF of ground floor retail use.  ",DEMOLISH 2 STORIES GARAGE,Industrial,SLR,589,"5,682",0,0,0,0,"5,682",0,2005.0525,2.00504E+11,6/1/05,4/11/05,50-X,SLR,11-Apr-05,-122.413472,37.771251,1476,53,Mixres,0,BP Filed,6,20,"5,682",0,0,0,0,"5,682",0,53,7881,3521,5,20,20,SLR,50-X
7107016,142 Broad St,"Ingleside, Other",BP Filed,4/14/05,2,,"TO ERECT 3 STORIES, 2 FAMILY DWELLING UNITS .",Residential,RH-2,20,0,0,0,0,0,0,0,,2.00504E+11,,4/14/05,40-X,RH-2,14-Apr-05,-122.457393,37.713319,3028,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,4457,7107,16,,,RH-2,40-X
4059009,2298 03rd St,Central Waterfront,BP Filed,2/6/06,40,"Demolition of an existing one-story, commercial building and construction of a six-story, mixed-use building with 80 dwelling units, 80 off street parking spaces and appx. 14,000 GSF of ground floor commercial use.  ",TO ERECT 40 DWELLING UNITS IN A 6 STORY NEW BUILDING,Mixed Use,UMU,558,"14,000",0,0,0,0,"14,000",0,2005.0408,2.00602E+11,4/26/05,2/6/06,68-X,UMU,26-Apr-05,-122.388823,37.760595,2111,,Mixres,0,BP Filed,6,40,"14,000",0,0,0,0,"14,000",0,,13935,4059,9,80,80,UMU,68-X
5826007,124 Bache St,Bernal Heights,BP Filed,4/27/05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,4/27/05,40-X,RH-2,27-Apr-05,-122.417699,37.733846,2599,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,1795,5826,7,,,RH-2,40-X
5826008,126 Bache St,Bernal Heights,BP Filed,4/27/05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS.,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,4/27/05,40-X,RH-2,27-Apr-05,-122.417706,37.73384,2600,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,1789,5826,8,,,RH-2,40-X
5826009,128 Bache St,Bernal Heights,BP Filed,4/27/05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,4/27/05,40-X,RH-2,27-Apr-05,-122.417713,37.733834,2601,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,1783,5826,9,,,RH-2,40-X
5826006,122 Bache St,Bernal Heights,BP Filed,4/27/05,2,,TO ERECT A NEW 3 STORY 2 DWELLING UNITS & 1 BASEMENT.,Residential,RH-2,87,0,0,0,0,0,0,0,,2.00504E+11,,4/27/05,40-X,RH-2,27-Apr-05,-122.417692,37.733852,2598,,Resident,0,BP Filed,6,2,0,0,0,0,0,0,0,,1801,5826,6,,,RH-2,40-X
3775063,136 South Park Av,East SoMa,BP Filed,4/28/05,1,Demolition of one-story light industrial building and construction of 3-story building--two floors of commercial space with residential unit above.,ERECT 1 STORY OF 1 DWELLING UNITS.,Industrial,SPD,693,"3,861","3,861",0,0,0,0,0,2005.0418,2.00504E+11,4/28/05,4/28/05,40-X,SPD,28-Apr-05,-122.394685,37.78146,1987,,Mixres,-1,BP Filed,6,1,"2,431",0,0,"3,861","-1,430",0,0,,2168,3775,63,,,SPD,40-X
3754066,1091 Folsom St,East SoMa,BP Filed,6/10/05,30,,ERECT 5 STORIES OF30 DWELLINGS,Mixed Use,NCT,630,0,0,0,0,0,0,0,,2.00506E+11,,6/10/05,65-X,SoMa NCT,10-Jun-05,-122.407523,37.776832,1953,,Resident,0,BP Filed,6,30,"-2,250",0,0,0,"-2,250",0,0,,6825,3754,66,,,SoMa NCT,65-X
834017,149 Fell St,Market Octavia,BP Filed,6/21/05,2,"Add one floor of office to previously approved project, Variance for public open space","TO ERECT 5 STORIES, 2 DWELLING MIXED USED TYPE 1 BUILDING.",Commercial,C-3-G,259,"9,900","9,900",,,,,,2009.0422,2.00506E+11,5/27/09,6/21/05,85-R2,C-3-G,21-Jun-05,-122.420277,37.776139,568,8,Mixres,-1,BP Filed,6,2,"3,300",,,"3,300",,,,8,3277,834,17,,,C-3-G,85-R2
6356061,1491 Sunnydale Av,"South Central, Other",BP Filed,7/5/05,4,,ERECT 4 STORIES OF 3 DWELLING UNITS,Mixed Use,NC-1,5,0,0,0,0,0,0,0,,2.00507E+11,,7/5/05,40-X,NC-1,5-Jul-05,-122.415937,37.711807,2768,,Resident,0,BP Filed,6,4,0,0,0,0,0,0,0,,2320,6356,61,,,NC-1,40-X
6356064,1449 Sunnydale Av,"South Central, Other",BP Filed,7/5/05,3,,ERECT 3 STORIES OF 3 DWELLING UNITS,Mixed Use,NC-1,5,0,0,0,0,0,0,0,,2.00507E+11,,7/5/05,40-X,NC-1,5-Jul-05,-122.415779,37.711712,2771,,Resident,0,BP Filed,6,3,0,0,0,0,0,0,0,,2300,6356,64,,,NC-1,40-X
